ID	NAME	SEX	COLOR	DATE_OF_BIRTH	WEIGHT	TRAINER	OWNER	BREEDER	FATHER_ID	MOTHER_ID
713	HORSE 713	gelding	Bay	31/12/2006	57	787143	992432	267173	423	437
714	HORSE 714	mare	Bay	31/12/2006	57	880432	464769	403018	307	189
715	HORSE 715	stallion	Bay	31/12/2006	57	114366	747659	623536	104	251
716	HORSE 716	stallion	Bay	31/12/2006	57	212872	392366	991279	928	444
717	HORSE 717	stallion	Bay	31/12/2007	57	229925	731878	919877	9	29
718	HORSE 718	gelding	Bay	31/12/2006	57	787143	376329	872641	178	189
719	HORSE 719	stallion	Chestnut	31/12/2008	57	642314	925397	432580	418	437
720	HORSE 720	mare	Bay	31/12/2007	57	272864	483976	540108	418	804
721	HORSE 721	mare	Bay	31/12/2009	57	978375	561880	955819	27	8
722	HORSE 722	stallion	Bay	31/12/2009	57	254734	229726	809715	60	4
723	HORSE 723	gelding	Bay	31/12/2006	57	412000	148999	189435	258	651
724	HORSE 724	gelding	Chestnut	31/12/2006	57	978375	561880	955819	530	416
725	HORSE 725	gelding	Bay	31/12/2006	57	121976	382923	693484	135	888
726	HORSE 726	gelding	Bay	31/12/2006	57	121976	229726	285384	928	988
727	HORSE 727	gelding	Bay	31/12/2006	57	341281	568426	984177	908	974
728	HORSE 728	stallion	Brown	31/12/2006	57	698906	586385	953421	61	37
729	HORSE 729	stallion	Bay	31/12/2006	57	642314	925397	432580	499	964
730	HORSE 730	gelding	Bay	31/12/2007	57	991002	229726	255015	202	447
731	HORSE 731	stallion	Bay	31/12/2007	57	787143	835956	955819	910	549
732	HORSE 732	stallion	Bay	31/12/2007	57	254734	229726	809715	178	668
733	HORSE 733	gelding	Bay	31/10/2006	57	802157	265345	665714	96	76
734	HORSE 734	gelding	Bay	31/12/2007	57	726784	265345	310023	607	721
735	HORSE 735	gelding	Bay	31/12/2008	57	254734	229726	809715	496	964
736	HORSE 736	mare	Bay	31/12/2008	57	248180	677945	850004	717	416
737	HORSE 737	gelding	Bay	31/12/2006	57	111456	481803	887289	1128	888
738	HORSE 738	stallion	Bay	31/12/2006	57	212872	274578	693484	1080	593
739	HORSE 739	gelding	Bay	31/12/2006	57	111456	561880	189435	85	29
740	HORSE 740	stallion	Chestnut	31/12/2006	57	787143	568426	317751	191	799
741	HORSE 741	gelding	Bay	31/12/2006	57	938012	677945	991279	614	799
742	HORSE 742	stallion	Bay	31/12/2006	57	938012	937950	623536	356	837
743	HORSE 743	stallion	Bay	31/12/2006	57	726784	122018	991279	1080	803
744	HORSE 744	stallion	Bay	31/12/2006	57	938012	937950	623536	604	124
745	HORSE 745	stallion	Bay	31/12/2006	57	984187	883920	693484	166	803
746	HORSE 746	stallion	Bay	31/12/2006	57	341281	446718	689553	607	549
747	HORSE 747	stallion	Bay	31/12/2006	57	619083	223438	783985	163	593
748	HORSE 748	gelding	Bay	31/12/2006	57	412000	954565	955819	135	668
749	HORSE 749	stallion	Bay	31/12/2006	57	121976	229726	285384	290	416
750	HORSE 750	gelding	Bay	31/12/2006	57	539827	561880	478841	684	574
751	HORSE 751	stallion	Chestnut	31/12/2006	57	726784	481803	850004	386	416
752	HORSE 752	stallion	Bay	31/12/2006	57	907758	597708	809715	1080	609
753	HORSE 753	gelding	Bay	31/12/2006	57	212872	513414	285968	930	837
754	HORSE 754	stallion	Bay	31/12/2006	57	341281	273210	267173	336	189
755	HORSE 755	mare	Bay	31/12/2006	57	111456	902032	872641	20	69
756	HORSE 756	stallion	Chestnut	31/12/2007	57	991002	229726	255015	279	609
757	HORSE 757	stallion	Bay	31/12/2007	57	121976	229726	285384	793	964
758	HORSE 758	stallion	Chestnut	31/12/2006	57	114366	695680	315639	307	437
759	HORSE 759	gelding	Bay	31/12/2006	57	248180	376329	226856	615	633
760	HORSE 760	gelding	Bay	31/12/2006	57	248180	179799	623536	687	444
761	HORSE 761	stallion	Chestnut	31/12/2006	57	341281	302886	315639	104	1124
762	HORSE 762	stallion	Chestnut	31/12/2007	57	787143	496517	255015	614	837
763	HORSE 763	stallion	Bay	31/12/2006	57	111456	735405	511969	178	444
764	HORSE 764	stallion	Bay	31/12/2006	57	440714	302886	540108	88	7
765	HORSE 765	gelding	Chestnut	31/12/2007	57	248180	265345	919683	43	2
766	HORSE 766	stallion	Bay	31/12/2006	57	169863	902032	991279	307	799
767	HORSE 767	gelding	Bay	31/12/2007	57	151200	258101	456495	135	799
768	HORSE 768	gelding	Bay	31/12/2007	57	790516	496517	258536	785	447
769	HORSE 769	stallion	Chestnut	31/12/2006	57	539827	233786	623536	890	124
770	HORSE 770	mare	Chestnut	31/12/2007	57	580445	655993	689553	279	444
771	HORSE 771	gelding	Bay	31/12/2007	57	248180	496517	432580	530	609
772	HORSE 772	gelding	Bay	31/12/2007	57	272864	375266	285384	781	593
773	HORSE 773	gelding	Bay	31/12/2007	57	186798	735405	809715	247	668
774	HORSE 774	mare	Bay	31/12/2007	57	341281	375266	432580	104	668
775	HORSE 775	gelding	Bay	31/12/2006	57	539827	258101	726271	1128	988
776	HORSE 776	gelding	Bay	31/12/2006	57	341281	250163	258536	88	4
777	HORSE 777	mare	Bay	31/12/2007	57	790516	233786	490777	851	988
778	HORSE 778	gelding	Chestnut	31/12/2007	57	726784	684988	267173	991	964
779	HORSE 779	gelding	Bay	31/12/2006	57	726784	684988	267173	687	251
780	HORSE 780	mare	Bay	31/12/2007	57	698906	258101	235179	669	799
781	HORSE 781	stallion	Brown	31/12/2007	57	341281	746195	432580	62	14
782	HORSE 782	mare	Chestnut	31/12/2007	57	840368	305090	937960	839	398
783	HORSE 783	gelding	Bay	31/12/2006	57	402319	735405	490777	604	447
784	HORSE 784	gelding	Bay	31/12/2006	57	537261	528423	419867	643	416
785	HORSE 785	stallion	Bay	31/12/2006	57	121976	527155	159400	60	7
786	HORSE 786	stallion	Bay	31/12/2007	57	412000	265345	387587	684	837
787	HORSE 787	gelding	Chestnut	31/12/2007	57	619083	513414	511969	85	44
788	HORSE 788	stallion	Chestnut	31/12/2007	57	186798	669444	478841	423	1124
789	HORSE 789	gelding	Bay	31/12/2006	57	619083	707274	919877	290	398
790	HORSE 790	stallion	Bay	31/12/2007	57	787143	561880	315639	386	988
791	HORSE 791	gelding	Bay	31/12/2007	57	114366	747659	623536	597	391
792	HORSE 792	stallion	Chestnut	31/12/2007	57	333823	735405	387587	615	391
793	HORSE 793	stallion	Bay	31/12/2008	57	212872	677004	540108	30	68
794	HORSE 794	gelding	Bay	31/12/2008	57	787143	992432	267173	9	45
795	HORSE 795	gelding	Chestnut	31/12/2007	57	787143	212552	419867	27	23
796	HORSE 796	stallion	Bay	31/12/2008	57	341281	273210	267173	641	593
797	HORSE 797	gelding	Bay	31/12/2006	57	615135	939115	419867	669	189
798	HORSE 798	stallion	Chestnut	31/12/2006	57	169863	179799	285384	785	251
799	HORSE 799	mare	Chestnut	31/12/2008	57	790516	229726	478841	90	14
800	HORSE 800	stallion	Bay	31/12/2008	57	509388	789914	919877	335	444
801	HORSE 801	gelding	Bay	31/12/2008	57	787143	273210	623536	67	4
802	HORSE 802	stallion	Chestnut	31/12/2008	57	121976	258101	387587	520	651
803	HORSE 803	mare	Bay	31/12/2006	57	615135	438792	310023	51	8
804	HORSE 804	mare	Bay	31/12/2008	57	121976	229726	285384	18	8
805	HORSE 805	stallion	Bay	31/12/2008	57	850351	211292	623536	290	593
806	HORSE 806	mare	Bay	31/12/2008	57	111456	561880	189435	255	721
807	HORSE 807	gelding	Bay	31/12/2008	57	984187	859810	624569	46	45
808	HORSE 808	mare	Grey	31/12/2007	57	333823	735405	387587	191	251
809	HORSE 809	gelding	Chestnut	31/12/2008	57	248180	902032	317751	684	721
810	HORSE 810	gelding	Bay	31/12/2007	57	931212	735319	264918	163	888
811	HORSE 811	stallion	Bay	31/12/2008	57	186043	513414	263050	717	398
812	HORSE 812	stallion	Chestnut	31/12/2007	57	341281	273210	267173	356	124
813	HORSE 813	stallion	Chestnut	31/12/2008	57	151200	258101	456495	258	121
814	HORSE 814	gelding	Bay	31/12/2008	57	989464	377989	511969	623	803
815	HORSE 815	gelding	Chestnut	31/12/2007	57	698906	392366	490777	336	755
816	HORSE 816	gelding	Chestnut	31/12/2007	57	341281	677004	226856	641	633
817	HORSE 817	gelding	Bay	31/12/2007	57	698906	883920	623536	944	651
818	HORSE 818	gelding	Bay	31/12/2007	57	229925	375266	991279	635	804
819	HORSE 819	gelding	Bay	31/12/2007	57	111456	735405	511969	717	755
820	HORSE 820	gelding	Bay	31/12/2008	57	938012	305090	264918	1003	755
821	HORSE 821	gelding	Bay	31/12/2008	57	984187	211292	136592	117	391
822	HORSE 822	gelding	Chestnut	31/12/2008	57	272864	305090	258536	496	189
823	HORSE 823	gelding	Grey	31/12/2009	57	111456	735405	511969	564	593
824	HORSE 824	gelding	Bay	31/12/2009	57	333823	735405	387587	165	721
825	HORSE 825	gelding	Chestnut	31/12/2009	57	186043	305090	726271	839	593
826	HORSE 826	gelding	Grey	31/12/2008	57	931212	721416	235179	11	4
827	HORSE 827	stallion	Bay	31/12/2009	57	509388	789914	919877	258	668
828	HORSE 828	stallion	Bay	31/12/2008	57	938012	937950	623536	547	988
829	HORSE 829	gelding	Brown	31/12/2008	57	111456	561880	189435	614	121
830	HORSE 830	gelding	Bay	31/12/2009	57	341281	273210	267173	910	593
831	HORSE 831	gelding	Bay	31/12/2009	57	931212	835956	419867	615	964
832	HORSE 832	gelding	Chestnut	31/12/2009	57	440714	999598	189435	991	444
833	HORSE 833	gelding	Bay	31/12/2009	57	111456	735405	511969	530	391
834	HORSE 834	stallion	Chestnut	31/12/2009	57	229925	731878	919877	290	391
835	HORSE 835	gelding	Chestnut	31/12/2006	57	248180	716933	919877	96	95
836	HORSE 836	stallion	Bay	31/12/2006	57	619083	381510	263050	131	593
837	HORSE 837	mare	Bay	31/12/2006	57	619083	597708	726271	91	7
838	HORSE 838	gelding	Chestnut	31/12/2006	57	539827	883920	263050	1042	974
839	HORSE 839	stallion	Bay	31/12/2006	57	693551	464769	575171	56	76
840	HORSE 840	gelding	Chestnut	31/12/2007	57	787143	883920	140528	890	837
841	HORSE 841	gelding	Bay	31/12/2006	57	840368	305090	937960	61	8
842	HORSE 842	stallion	Bay	31/12/2007	57	642314	961308	511969	623	974
843	HORSE 843	stallion	Bay	31/12/2007	57	787143	629695	419867	65	36
844	HORSE 844	gelding	Bay	31/12/2009	57	121976	258101	387587	1119	391
845	HORSE 845	gelding	Chestnut	31/12/2006	57	254734	229726	809715	851	398
846	HORSE 846	gelding	Brown	31/12/2006	57	412000	528423	159400	918	803
847	HORSE 847	stallion	Bay	31/12/2006	57	765741	229726	315639	43	36
848	HORSE 848	gelding	Grey	31/12/2006	57	787143	302886	726271	793	416
849	HORSE 849	stallion	Bay	31/12/2006	57	537261	241616	623536	851	803
850	HORSE 850	gelding	Bay	31/12/2006	57	790516	233786	490777	477	549
851	HORSE 851	stallion	Bay	31/12/2007	57	991002	229726	255015	18	23
852	HORSE 852	gelding	Bay	31/12/2006	57	787143	684988	511969	1042	391
853	HORSE 853	gelding	Bay	31/12/2007	57	111456	496517	937960	63	2
854	HORSE 854	stallion	Chestnut	31/12/2008	57	254734	229726	809715	722	804
855	HORSE 855	stallion	Bay	31/12/2007	57	111456	245733	310023	151	803
856	HORSE 856	stallion	Bay	31/12/2006	57	782336	496517	226856	424	837
857	HORSE 857	stallion	Bay	31/12/2008	57	539827	883920	263050	128	799
858	HORSE 858	stallion	Bay	31/12/2009	57	341281	273210	267173	426	549
859	HORSE 859	gelding	Chestnut	31/12/2009	57	111456	735405	511969	530	633
860	HORSE 860	gelding	Bay	31/12/2006	57	509388	382923	919877	722	1124
861	HORSE 861	mare	Bay	31/12/2006	57	850351	193263	564001	268	391
862	HORSE 862	stallion	Bay	31/12/2006	57	978375	561880	955819	717	964
863	HORSE 863	stallion	Black	31/12/2006	57	412000	561880	226856	424	721
864	HORSE 864	gelding	Bay	31/12/2006	57	642314	835956	310023	717	609
865	HORSE 865	gelding	Bay	31/12/2006	57	341281	410095	575171	321	888
866	HORSE 866	gelding	Chestnut	31/12/2006	57	698805	719863	263050	117	609
867	HORSE 867	gelding	Bay	31/12/2006	57	896765	273210	955819	151	964
868	HORSE 868	gelding	Chestnut	31/12/2006	57	440714	377989	693484	64	45
869	HORSE 869	gelding	Bay	31/12/2006	57	783531	276590	624569	40	8
870	HORSE 870	gelding	Bay	31/12/2006	57	173571	716834	511969	178	651
871	HORSE 871	mare	Grey	31/12/2006	57	272864	483976	540108	656	837
872	HORSE 872	gelding	Chestnut	31/12/2006	57	254734	229726	809715	49	29
873	HORSE 873	stallion	Bay	31/12/2006	57	402319	265345	314933	477	721
874	HORSE 874	stallion	Chestnut	31/12/2006	57	341281	273210	267173	268	593
875	HORSE 875	gelding	Bay	31/12/2006	57	790516	520032	285384	669	888
876	HORSE 876	stallion	Bay	31/12/2006	57	341281	716933	267173	386	398
877	HORSE 877	gelding	Chestnut	31/12/2006	57	938012	243172	991279	307	668
878	HORSE 878	gelding	Bay	31/12/2006	57	412000	677004	285968	615	398
879	HORSE 879	stallion	Bay	31/12/2006	57	402319	655993	255015	764	251
880	HORSE 880	gelding	Grey	31/12/2006	57	509388	376329	872641	910	633
881	HORSE 881	gelding	Bay	31/12/2006	57	114366	376329	623536	9	44
882	HORSE 882	gelding	Bay	31/12/2007	57	748043	528423	226856	635	651
883	HORSE 883	gelding	Chestnut	31/12/2006	57	402319	361385	490777	131	964
884	HORSE 884	gelding	Bay	31/12/2007	57	341281	496517	809715	423	668
885	HORSE 885	mare	Bay	31/12/2006	57	402319	546872	136592	564	609
886	HORSE 886	gelding	Chestnut	31/12/2006	57	931212	561880	850004	847	549
887	HORSE 887	stallion	Bay	31/12/2006	57	111456	717172	403018	604	1124
888	HORSE 888	mare	Bay	31/12/2007	57	173571	716834	511969	64	44
889	HORSE 889	stallion	Chestnut	31/12/2006	57	248180	835956	267173	1003	668
890	HORSE 890	stallion	Bay	31/12/2007	57	269418	546872	768980	21	68
891	HORSE 891	gelding	Bay	31/12/2007	57	121976	501470	991279	499	803
892	HORSE 892	gelding	Chestnut	31/12/2006	57	272864	929096	540108	9	45
893	HORSE 893	stallion	Bay	31/12/2006	57	619083	735319	159400	166	964
894	HORSE 894	stallion	Bay	31/12/2007	57	931212	883920	490857	1003	251
895	HORSE 895	stallion	Bay	31/12/2006	57	212872	483976	258536	247	251
896	HORSE 896	stallion	Bay	31/12/2006	57	748043	274578	456495	424	447
897	HORSE 897	gelding	Chestnut	31/12/2007	57	104125	496517	919877	910	574
898	HORSE 898	gelding	Bay	31/12/2007	57	111456	446718	853005	691	549
899	HORSE 899	gelding	Bay	31/12/2006	57	111456	902032	872641	27	23
900	HORSE 900	stallion	Bay	31/12/2007	57	509388	233786	478841	918	755
901	HORSE 901	gelding	Bay	31/12/2006	57	186043	302886	693484	687	668
902	HORSE 902	gelding	Bay	31/12/2006	57	938012	695680	136592	197	1124
903	HORSE 903	stallion	Bay	31/12/2006	57	412000	561880	226856	1128	121
904	HORSE 904	gelding	Bay	31/12/2007	57	509388	394723	955819	336	799
905	HORSE 905	gelding	Bay	31/12/2006	57	272864	273210	140528	63	36
906	HORSE 906	gelding	Bay	31/12/2006	57	440714	302886	540108	1042	574
907	HORSE 907	gelding	Bay	31/12/2006	57	537261	695680	689553	597	837
908	HORSE 908	stallion	Bay	31/12/2007	57	698906	999598	853005	77	95
909	HORSE 909	gelding	Bay	31/12/2007	57	698906	986171	809715	197	251
910	HORSE 910	stallion	Bay	31/12/2007	57	580445	381510	226856	90	2
911	HORSE 911	gelding	Bay	31/12/2007	57	787143	241616	490777	684	447
912	HORSE 912	mare	Bay	31/12/2007	57	896765	546872	665714	321	444
913	HORSE 913	gelding	Bay	31/12/2006	57	580445	122018	511969	687	121
914	HORSE 914	stallion	Bay	31/12/2007	57	121976	305090	511969	564	574
915	HORSE 915	gelding	Bay	31/12/2007	57	272864	716933	140528	307	1124
916	HORSE 916	gelding	Chestnut	31/12/2007	57	440714	302886	540108	477	609
917	HORSE 917	gelding	Brown	31/12/2007	57	978375	561880	955819	717	549
918	HORSE 918	stallion	Bay	31/12/2007	57	989464	546872	991279	51	37
919	HORSE 919	gelding	Bay	31/12/2007	57	114366	961308	984177	165	447
920	HORSE 920	gelding	Bay	31/12/2007	57	114366	483976	919877	197	574
921	HORSE 921	gelding	Chestnut	31/12/2007	57	186043	854519	955819	597	974
922	HORSE 922	gelding	Bay	31/12/2007	57	269418	835956	387587	403	988
923	HORSE 923	stallion	Bay	31/12/2006	57	748043	274578	456495	890	574
924	HORSE 924	mare	Bay	31/12/2007	57	698906	717172	263050	321	964
925	HORSE 925	gelding	Bay	31/12/2008	57	111456	735405	511969	423	189
926	HORSE 926	gelding	Bay	31/12/2007	57	642314	546872	665714	604	837
927	HORSE 927	stallion	Bay	31/12/2008	57	787143	258101	564001	918	964
928	HORSE 928	stallion	Chestnut	31/12/2007	57	254734	229726	809715	9	44
929	HORSE 929	gelding	Bay	31/12/2006	57	931212	179799	850004	908	574
930	HORSE 930	stallion	Chestnut	31/12/2008	57	248180	835956	267173	48	95
931	HORSE 931	gelding	Bay	31/12/2008	57	440714	999598	189435	65	36
932	HORSE 932	gelding	Bay	31/12/2008	57	748043	501470	105807	58	68
933	HORSE 933	gelding	Bay	31/12/2007	57	938012	937950	623536	843	549
934	HORSE 934	gelding	Chestnut	31/12/2008	57	440714	999598	189435	61	8
935	HORSE 935	gelding	Bay	31/12/2007	57	787143	561880	315639	928	416
936	HORSE 936	gelding	Bay	31/12/2008	57	938012	937950	623536	1080	755
937	HORSE 937	gelding	Bay	31/12/2007	57	693551	748252	387587	851	189
938	HORSE 938	mare	Bay	31/12/2008	57	642314	241616	872641	918	398
939	HORSE 939	gelding	Chestnut	31/12/2008	57	938012	992432	726271	890	549
940	HORSE 940	gelding	Chestnut	31/12/2008	57	840368	731878	919877	131	755
941	HORSE 941	gelding	Bay	31/12/2007	57	619083	193263	689553	717	593
942	HORSE 942	gelding	Chestnut	31/12/2008	57	698906	999598	853005	991	888
943	HORSE 943	mare	Bay	31/12/2007	57	114366	122018	159400	623	416
944	HORSE 944	stallion	Bay	31/12/2008	57	938012	446718	511969	40	37
945	HORSE 945	gelding	Bay	31/12/2008	57	248180	528423	564001	520	668
946	HORSE 946	stallion	Chestnut	31/12/2007	57	698906	245733	189435	643	755
947	HORSE 947	gelding	Chestnut	31/12/2007	57	412000	265345	387587	781	416
948	HORSE 948	gelding	Bay	31/12/2008	57	186043	561880	314933	198	799
949	HORSE 949	gelding	Bay	31/12/2007	57	537261	528423	419867	336	444
950	HORSE 950	gelding	Bay	31/12/2007	57	726784	835956	665714	641	391
951	HORSE 951	stallion	Chestnut	31/12/2008	57	151200	122018	258536	669	668
952	HORSE 952	mare	Bay	31/12/2008	57	580445	597708	624569	279	803
953	HORSE 953	gelding	Bay	31/12/2008	57	619083	193263	689553	785	804
954	HORSE 954	mare	Bay	31/12/2007	57	787143	305090	768980	496	416
955	HORSE 955	stallion	Bay	31/12/2006	57	787143	501470	263050	687	651
956	HORSE 956	stallion	Chestnut	31/12/2007	57	693551	302886	267173	236	988
957	HORSE 957	gelding	Bay	31/12/2008	57	698906	717172	263050	20	4
958	HORSE 958	gelding	Bay	31/12/2008	57	748043	446718	919683	967	888
959	HORSE 959	stallion	Bay	31/12/2008	57	169863	377989	809715	597	437
960	HORSE 960	stallion	Bay	31/12/2008	57	978375	561880	955819	607	574
961	HORSE 961	gelding	Chestnut	31/12/2008	57	698906	986171	809715	839	609
962	HORSE 962	gelding	Bay	31/12/2008	57	787143	410095	984177	785	124
963	HORSE 963	gelding	Bay	31/12/2009	57	341281	362937	419867	1128	755
964	HORSE 964	mare	Chestnut	31/12/2009	57	787143	992432	267173	61	37
965	HORSE 965	gelding	Bay	31/12/2008	57	619083	210837	693484	151	416
966	HORSE 966	stallion	Bay	31/12/2008	57	698906	717172	263050	135	988
967	HORSE 967	stallion	Bay	31/12/2008	57	619083	438792	317751	88	69
968	HORSE 968	gelding	Chestnut	31/12/2008	57	509388	929096	226856	1080	416
969	HORSE 969	stallion	Chestnut	31/12/2009	57	111456	735405	511969	178	121
970	HORSE 970	gelding	Bay	31/12/2007	57	783531	212552	403018	247	121
971	HORSE 971	gelding	Bay	31/12/2009	57	509388	789914	919877	11	4
972	HORSE 972	gelding	Bay	31/12/2007	57	341281	273210	267173	847	721
973	HORSE 973	gelding	Bay	31/12/2009	57	984187	496517	850004	728	549
974	HORSE 974	mare	Bay	31/12/2009	57	642314	746195	255015	62	14
975	HORSE 975	gelding	Bay	31/12/2008	57	896765	961308	511969	61	23
976	HORSE 976	mare	Bay	31/12/2007	57	615135	210837	624569	403	121
977	HORSE 977	gelding	Bay	31/12/2006	57	341281	811925	540108	785	799
978	HORSE 978	mare	Bay	31/12/2007	57	698906	568426	937960	728	391
979	HORSE 979	mare	Bay	31/12/2007	57	642314	265345	953421	279	593
980	HORSE 980	gelding	Bay	31/12/2007	57	896765	735319	189435	604	391
981	HORSE 981	stallion	Bay	31/12/2006	57	726784	735405	478841	793	755
982	HORSE 982	gelding	Bay	31/12/2006	57	440714	716834	432580	1119	549
983	HORSE 983	gelding	Bay	31/12/2006	57	173571	716834	511969	656	574
984	HORSE 984	gelding	Bay	31/12/2006	57	341281	446718	689553	728	398
985	HORSE 985	stallion	Bay	31/12/2006	57	726784	746195	490857	166	974
986	HORSE 986	gelding	Chestnut	31/12/2006	57	642314	464769	419867	117	549
987	HORSE 987	stallion	Bay	31/12/2007	57	787143	716834	575171	1117	721
988	HORSE 988	mare	Bay	31/12/2007	57	787143	716834	575171	43	14
989	HORSE 989	mare	Bay	31/12/2007	57	173571	716834	511969	910	124
990	HORSE 990	gelding	Chestnut	31/12/2007	57	269418	229726	919683	247	189
991	HORSE 991	stallion	Bay	31/12/2007	57	121976	739421	575171	64	45
992	HORSE 992	gelding	Chestnut	31/12/2008	57	991002	229726	255015	135	444
993	HORSE 993	gelding	Bay	31/12/2008	57	748043	110423	189435	104	121
994	HORSE 994	gelding	Bay	31/12/2007	57	240594	148999	511969	564	398
995	HORSE 995	gelding	Chestnut	31/12/2006	57	968489	410095	540108	236	755
996	HORSE 996	gelding	Chestnut	31/12/2007	57	269418	229726	919683	367	1124
997	HORSE 997	gelding	Chestnut	31/12/2006	57	114366	961308	984177	499	189
998	HORSE 998	stallion	Bay	31/12/2006	57	580445	258101	853005	307	988
999	HORSE 999	gelding	Chestnut	31/12/2006	2	248180	522666	511969	258	189
1000	HORSE 1000	gelding	Bay	31/12/2007	57	787143	250163	540108	843	609
1001	HORSE 1001	stallion	Bay	31/12/2006	57	151200	496517	136592	423	799
1002	HORSE 1002	gelding	Chestnut	31/12/2006	57	341281	546872	953421	643	633
1003	HORSE 1003	stallion	Bay	31/12/2007	57	748043	258101	403018	90	36
1004	HORSE 1004	mare	Bay	31/12/2007	57	580445	258101	853005	406	803
1005	HORSE 1005	stallion	Bay	31/12/2007	57	111456	481803	887289	356	447
1006	HORSE 1006	stallion	Chestnut	31/12/2007	57	114366	528423	159400	793	803
1007	HORSE 1007	stallion	Chestnut	31/12/2006	57	787143	786091	919683	908	447
1008	HORSE 1008	gelding	Bay	31/12/2007	57	248180	717172	937960	356	721
1009	HORSE 1009	stallion	Chestnut	31/12/2008	57	619083	522666	564001	691	574
1010	HORSE 1010	stallion	Bay	31/12/2008	57	114366	961308	984177	991	633
1011	HORSE 1011	stallion	Chestnut	31/12/2007	57	931212	546872	809715	202	437
1012	HORSE 1012	stallion	Chestnut	31/12/2006	57	440714	302886	540108	851	755
1013	HORSE 1013	gelding	Bay	31/12/2006	57	272864	880749	478841	930	804
1014	HORSE 1014	stallion	Bay	31/12/2006	57	186798	561880	315639	307	651
1015	HORSE 1015	stallion	Chestnut	31/12/2007	57	186798	561880	315639	336	668
1016	HORSE 1016	mare	Chestnut	31/12/2006	57	984187	211292	136592	406	416
1017	HORSE 1017	gelding	Chestnut	31/12/2008	57	938012	937950	623536	336	888
1018	HORSE 1018	gelding	Bay	31/12/2006	57	111456	481803	887289	197	804
1019	HORSE 1019	gelding	Bay	31/12/2008	57	341281	273210	267173	202	721
1020	HORSE 1020	gelding	Chestnut	31/12/2008	57	642314	925397	432580	930	574
1021	HORSE 1021	gelding	Bay	31/12/2008	57	248180	420502	285968	1003	189
1022	HORSE 1022	stallion	Bay	31/12/2008	57	114366	422195	850004	255	549
1023	HORSE 1023	gelding	Bay	31/12/2008	57	938012	210837	887289	847	124
1024	HORSE 1024	gelding	Chestnut	31/10/2007	57	984187	211292	136592	418	447
1025	HORSE 1025	gelding	Bay	31/12/2009	55	229925	716834	809715	70	23
1026	HORSE 1026	gelding	Bay	31/12/2006	57	114366	293942	456495	1119	609
1027	HORSE 1027	gelding	Chestnut	31/12/2007	57	642314	925397	432580	669	121
1028	HORSE 1028	gelding	Bay	31/12/2008	57	248180	835956	267173	135	251
1029	HORSE 1029	gelding	Bay	31/12/2006	57	186043	513414	263050	268	124
1030	HORSE 1030	gelding	Bay	31/12/2006	57	341281	302886	315639	728	574
1031	HORSE 1031	gelding	Bay	31/12/2006	57	787143	629695	419867	722	799
1032	HORSE 1032	gelding	Bay	31/12/2007	57	151200	629695	310023	477	391
1033	HORSE 1033	gelding	Bay	31/12/2008	57	509388	528423	310023	418	251
1034	HORSE 1034	gelding	Bay	31/12/2008	57	931212	677945	984177	890	721
1035	HORSE 1035	gelding	Bay	31/12/2006	57	104125	739421	511969	499	398
1036	HORSE 1036	stallion	Bay	31/12/2007	57	938012	937950	623536	1042	124
1037	HORSE 1037	gelding	Bay	31/12/2008	57	698906	717172	263050	85	45
1038	HORSE 1038	gelding	Bay	31/12/2009	0	984187	375266	456495	67	7
1039	HORSE 1039	stallion	Chestnut	31/12/2006	57	186043	420502	984177	722	721
1040	HORSE 1040	gelding	Bay	31/12/2007	57	539827	410095	226856	669	1124
1041	HORSE 1041	gelding	Bay	31/12/2006	57	186043	513414	263050	499	755
1042	HORSE 1042	stallion	Bay	31/12/2006	57	698906	717172	263050	64	29
1043	HORSE 1043	stallion	Chestnut	31/12/2006	57	440714	961308	136592	564	124
1044	HORSE 1044	mare	Bay	31/12/2006	57	186043	496517	235179	191	447
1045	HORSE 1045	gelding	Bay	31/12/2006	57	787143	243172	490857	135	189
1046	HORSE 1046	stallion	Bay	31/12/2006	57	537261	721416	850004	290	574
1047	HORSE 1047	stallion	Bay	31/12/2006	57	726784	376329	511969	656	633
1048	HORSE 1048	gelding	Bay	31/12/2006	57	333823	735405	387587	477	974
1049	HORSE 1049	stallion	Chestnut	31/12/2006	57	114366	483976	919877	418	1124
1050	HORSE 1050	gelding	Bay	31/12/2006	57	938012	695680	136592	1042	804
1051	HORSE 1051	stallion	Bay	31/12/2007	57	341281	245733	255015	191	651
1052	HORSE 1052	gelding	Bay	31/12/2007	57	978375	561880	955819	255	447
1053	HORSE 1053	gelding	Chestnut	31/12/2006	57	615135	629695	689553	62	2
1054	HORSE 1054	stallion	Grey	31/12/2006	57	402319	376329	540108	197	437
1055	HORSE 1055	stallion	Bay	31/12/2007	57	186043	513414	263050	426	391
1056	HORSE 1056	gelding	Bay	31/12/2006	57	169863	717172	540108	991	609
1057	HORSE 1057	mare	Bay	31/12/2007	57	186043	483976	189435	910	974
1058	HORSE 1058	gelding	Bay	31/12/2006	57	580445	223438	689553	403	755
1059	HORSE 1059	stallion	Chestnut	31/12/2007	57	111456	735405	511969	564	549
1060	HORSE 1060	stallion	Bay	31/12/2006	57	825637	481803	267173	607	391
1061	HORSE 1061	mare	Bay	31/12/2007	57	248180	501470	478841	321	416
