MEETING_DATE	RACE_TIME	HORSE	JOCKEY	TRAINER	START_POS	FINISH_POS
21/1/2011	13:00:00	785	955713	618285	1	1
21/1/2011	13:00:00	1065	329527	223242	2	2
21/1/2011	13:00:00	1078	303998	197858	5	5
21/1/2011	14:00:00	124	864769	776017	4	4
21/1/2011	14:00:00	410	700982	977118	6	6
21/1/2011	14:00:00	510	868404	228927	7	7
21/1/2011	14:00:00	100	785010	779583	8	8
21/1/2011	14:00:00	836	338543	229925	1	1
21/1/2011	14:00:00	915	296796	989464	3	3
21/1/2011	14:00:00	956	454372	131132	2	2
21/1/2011	14:00:00	986	343873	850351	5	5
21/1/2011	15:00:00	4	478532	223242	2	2
21/1/2011	15:00:00	37	356338	977118	6	6
21/1/2011	15:00:00	93	719230	402319	5	5
21/1/2011	15:00:00	230	630739	984187	1	1
21/1/2011	15:00:00	568	367509	693551	3	3
21/1/2011	15:00:00	588	805858	693551	4	4
21/1/2011	15:00:00	714	407086	249592	8	8
21/1/2011	15:00:00	1048	590266	787143	7	7
21/1/2011	16:00:00	22	986945	402319	2	2
21/1/2011	16:00:00	365	382899	705133	7	7
21/1/2011	16:00:00	565	356338	931212	6	6
21/1/2011	16:00:00	644	242898	726784	5	5
21/1/2011	16:00:00	658	328458	186798	4	4
21/1/2011	16:00:00	862	800995	186798	3	3
21/1/2011	16:00:00	972	217758	653975	8	8
21/1/2011	16:00:00	1115	419526	266989	1	1
21/1/2011	17:00:00	179	768421	989464	7	7
21/1/2011	17:00:00	243	695045	660213	1	1
21/1/2011	17:00:00	317	567203	400612	2	2
21/1/2011	17:00:00	664	289182	175514	8	8
21/1/2011	17:00:00	783	955657	465603	3	3
21/1/2011	17:00:00	856	789772	896765	4	4
21/1/2011	17:00:00	1080	414264	859454	5	5
21/1/2011	17:00:00	1126	170136	193578	6	6
21/1/2011	18:00:00	52	805858	400612	7	7
21/1/2011	18:00:00	109	167510	228927	5	5
21/1/2011	18:00:00	196	780773	761594	3	3
21/1/2011	18:00:00	220	183574	705133	4	4
21/1/2011	18:00:00	554	818483	907587	8	8
21/1/2011	18:00:00	942	272950	653975	2	2
21/1/2011	18:00:00	1097	206264	214781	6	6
21/1/2011	18:00:00	1122	277465	473400	1	1
21/1/2011	19:00:00	196	242898	219621	6	6
21/1/2011	19:00:00	338	123751	799046	7	7
21/1/2011	19:00:00	368	167510	473400	5	5
21/1/2011	19:00:00	539	572449	277644	3	3
21/1/2011	19:00:00	544	880925	689961	2	2
21/1/2011	19:00:00	754	298350	186043	1	1
21/1/2011	19:00:00	763	407086	151200	8	8
21/1/2011	19:00:00	1002	658563	305248	4	4
21/1/2011	20:00:00	10	409562	564312	1	1
21/1/2011	20:00:00	300	393081	759358	7	7
21/1/2011	20:00:00	347	478532	896765	4	4
21/1/2011	20:00:00	441	277465	848045	5	5
21/1/2011	20:00:00	655	214585	726932	2	2
21/1/2011	20:00:00	769	459165	272864	8	8
21/1/2011	20:00:00	874	116510	653975	3	3
21/1/2011	20:00:00	959	889237	259625	6	6
28/1/2011	11:00:00	142	808974	506291	5	8
28/1/2011	11:00:00	305	685224	197858	7	2
28/1/2011	11:00:00	322	901878	689961	8	3
28/1/2011	11:00:00	457	412829	984187	6	1
28/1/2011	11:00:00	461	362145	783531	1	4
28/1/2011	11:00:00	691	395271	539827	3	6
28/1/2011	11:00:00	866	413027	984187	2	5
28/1/2011	11:00:00	978	388544	450417	4	7
28/1/2011	12:00:00	58	786197	272864	8	3
28/1/2011	12:00:00	141	575458	254734	6	1
28/1/2011	12:00:00	316	299216	907587	2	5
28/1/2011	12:00:00	555	780512	968489	4	7
28/1/2011	12:00:00	590	214585	131132	5	8
28/1/2011	12:00:00	809	409562	977118	1	4
28/1/2011	12:00:00	1011	180808	721000	3	6
28/1/2011	12:00:00	1041	339194	248180	7	2
28/1/2011	13:00:00	98	986732	173571	6	1
28/1/2011	13:00:00	106	387682	978375	7	2
28/1/2011	13:00:00	286	303998	223541	1	4
28/1/2011	13:00:00	320	406642	169863	8	3
28/1/2011	13:00:00	333	861470	138405	3	6
28/1/2011	13:00:00	419	800935	698805	5	8
28/1/2011	13:00:00	820	838400	138405	2	5
28/1/2011	13:00:00	969	649396	790516	4	7
28/1/2011	14:00:00	262	116886	850941	2	5
28/1/2011	14:00:00	389	803614	212872	4	7
28/1/2011	14:00:00	405	885453	242451	7	2
28/1/2011	14:00:00	100	630739	931212	8	3
28/1/2011	14:00:00	528	478532	111456	1	4
28/1/2011	14:00:00	773	409562	807669	5	8
28/1/2011	14:00:00	799	339194	240594	6	1
28/1/2011	14:00:00	1031	289182	223242	3	6
28/1/2011	15:00:00	41	414264	824587	6	1
28/1/2011	15:00:00	73	747591	537261	4	7
28/1/2011	15:00:00	89	382899	426665	1	4
28/1/2011	15:00:00	168	915247	740142	3	6
28/1/2011	15:00:00	262	780773	299505	7	2
28/1/2011	15:00:00	443	724043	779583	8	3
28/1/2011	15:00:00	507	772943	472604	2	5
28/1/2011	15:00:00	973	768421	406168	5	8
28/1/2011	16:00:00	109	915247	759358	3	6
28/1/2011	16:00:00	195	299216	506291	1	4
28/1/2011	16:00:00	431	290126	647001	8	3
28/1/2011	16:00:00	804	290547	412000	7	2
28/1/2011	16:00:00	805	320934	400612	6	1
28/1/2011	16:00:00	975	750919	186798	2	5
28/1/2011	16:00:00	982	428437	988746	4	7
28/1/2011	16:00:00	1071	286332	896765	5	8
28/1/2011	17:00:00	40	492404	111456	3	6
28/1/2011	17:00:00	104	329527	155239	4	7
28/1/2011	17:00:00	172	407465	989464	7	2
28/1/2011	17:00:00	259	628058	726932	2	5
28/1/2011	17:00:00	320	290126	465603	6	1
28/1/2011	17:00:00	326	601776	721000	1	4
28/1/2011	17:00:00	488	750919	850941	8	3
28/1/2011	17:00:00	943	786197	341281	5	8
28/1/2011	18:00:00	11	719218	455628	6	1
28/1/2011	18:00:00	33	789772	406168	1	4
28/1/2011	18:00:00	259	290547	554133	8	3
28/1/2011	18:00:00	332	425015	509388	2	5
28/1/2011	18:00:00	621	567203	155239	3	6
28/1/2011	18:00:00	722	310343	965847	7	2
28/1/2011	18:00:00	1007	277465	968489	5	8
28/1/2011	18:00:00	1016	178838	506291	4	7
28/1/2011	19:00:00	79	780512	807669	2	5
28/1/2011	19:00:00	196	611891	766033	7	2
28/1/2011	19:00:00	207	880925	521771	3	6
28/1/2011	19:00:00	402	473695	765741	6	1
28/1/2011	19:00:00	486	868404	314056	1	4
28/1/2011	19:00:00	605	597177	219621	4	7
28/1/2011	19:00:00	663	763901	726784	8	3
28/1/2011	19:00:00	692	572449	984187	5	8
28/1/2011	20:00:00	337	362145	642314	3	6
28/1/2011	20:00:00	416	237777	710330	8	3
28/1/2011	20:00:00	441	245386	859454	4	7
28/1/2011	20:00:00	460	516197	907758	2	5
28/1/2011	20:00:00	674	289182	114366	6	1
28/1/2011	20:00:00	694	884937	535927	5	8
28/1/2011	20:00:00	905	967477	647001	1	4
28/1/2011	20:00:00	1070	803614	259625	7	2
4/2/2011	11:00:00	7	954965	759358	7	1
4/2/2011	11:00:00	11	310343	988746	4	6
4/2/2011	11:00:00	266	343873	643694	6	8
4/2/2011	11:00:00	310	575458	259625	2	4
4/2/2011	11:00:00	461	590266	942530	1	3
4/2/2011	11:00:00	649	954138	138405	3	5
4/2/2011	11:00:00	901	590266	907758	5	7
4/2/2011	11:00:00	1006	367509	333823	8	2
4/2/2011	12:00:00	124	320934	682880	7	1
4/2/2011	12:00:00	160	700783	942530	8	2
4/2/2011	12:00:00	214	772943	299505	3	5
4/2/2011	12:00:00	301	128084	288537	6	8
4/2/2011	12:00:00	721	299216	564312	5	7
4/2/2011	12:00:00	822	695045	850941	2	4
4/2/2011	12:00:00	836	229550	121976	4	6
4/2/2011	12:00:00	943	290126	431657	1	3
4/2/2011	13:00:00	66	393081	131132	6	8
4/2/2011	13:00:00	351	717367	526023	3	5
4/2/2011	13:00:00	380	234861	333823	2	4
4/2/2011	13:00:00	421	113233	810862	7	1
4/2/2011	13:00:00	835	735442	834539	1	3
4/2/2011	13:00:00	873	180808	930762	5	7
4/2/2011	13:00:00	983	364514	710330	8	2
4/2/2011	13:00:00	1115	839822	907587	4	6
4/2/2011	14:00:00	106	339194	856366	8	2
4/2/2011	14:00:00	544	338616	688064	6	8
4/2/2011	14:00:00	553	832373	759358	4	6
4/2/2011	14:00:00	100	290126	993930	3	5
4/2/2011	14:00:00	706	760890	240594	5	7
4/2/2011	14:00:00	770	811327	698805	2	4
4/2/2011	14:00:00	895	425015	186798	1	3
4/2/2011	14:00:00	904	296796	223541	7	1
4/2/2011	15:00:00	168	378560	357060	6	8
4/2/2011	15:00:00	179	814306	718092	1	3
4/2/2011	15:00:00	303	329527	212872	3	5
4/2/2011	15:00:00	418	719218	698805	2	4
4/2/2011	15:00:00	448	649396	940415	8	2
4/2/2011	15:00:00	464	212192	984187	4	6
4/2/2011	15:00:00	504	454372	670077	7	1
4/2/2011	15:00:00	761	102257	776017	5	7
4/2/2011	16:00:00	454	719230	850351	1	3
4/2/2011	16:00:00	469	167510	988746	6	8
4/2/2011	16:00:00	578	889237	567635	3	5
4/2/2011	16:00:00	703	175953	240594	5	7
4/2/2011	16:00:00	809	861194	660213	8	2
4/2/2011	16:00:00	952	447300	236134	7	1
4/2/2011	16:00:00	1055	724043	114366	4	6
4/2/2011	16:00:00	1127	957160	940415	2	4
4/2/2011	17:00:00	253	254075	426665	4	6
4/2/2011	17:00:00	282	183574	787143	1	3
4/2/2011	17:00:00	466	764538	896765	7	1
4/2/2011	17:00:00	533	735781	272864	6	8
4/2/2011	17:00:00	624	339194	402319	3	5
4/2/2011	17:00:00	860	763901	580445	8	2
4/2/2011	17:00:00	939	238724	765741	5	7
4/2/2011	17:00:00	1101	735442	455628	2	4
4/2/2011	18:00:00	162	167510	787143	8	2
4/2/2011	18:00:00	213	426652	193578	1	3
4/2/2011	18:00:00	223	320934	834539	6	8
4/2/2011	18:00:00	747	700982	138405	3	5
4/2/2011	18:00:00	796	611891	660213	7	1
4/2/2011	18:00:00	910	687620	473400	2	4
4/2/2011	18:00:00	967	114171	138405	5	7
4/2/2011	18:00:00	1108	367509	850941	4	6
4/2/2011	19:00:00	172	362145	266989	5	7
4/2/2011	19:00:00	392	343873	938012	1	3
4/2/2011	19:00:00	464	685224	580445	7	1
4/2/2011	19:00:00	466	183574	653975	4	6
4/2/2011	19:00:00	513	861470	993930	3	5
4/2/2011	19:00:00	744	814306	121976	8	2
4/2/2011	19:00:00	948	719571	254734	6	8
4/2/2011	19:00:00	1130	137579	526023	2	4
4/2/2011	20:00:00	102	864023	840368	1	3
4/2/2011	20:00:00	117	407465	989464	3	5
4/2/2011	20:00:00	129	574762	402319	4	6
4/2/2011	20:00:00	288	967477	299505	2	4
4/2/2011	20:00:00	387	388544	850941	5	7
4/2/2011	20:00:00	440	199145	779583	8	2
4/2/2011	20:00:00	531	470111	787143	6	8
4/2/2011	20:00:00	863	319304	255332	7	1
11/2/2011	11:00:00	118	249146	779583	1	5
11/2/2011	11:00:00	158	367509	850351	3	7
11/2/2011	11:00:00	274	594594	341281	8	4
11/2/2011	11:00:00	923	814306	186798	6	2
11/2/2011	11:00:00	981	810167	730316	2	6
11/2/2011	11:00:00	1012	214013	647001	7	3
11/2/2011	11:00:00	1070	338616	682880	5	1
11/2/2011	11:00:00	1117	413027	567635	4	8
11/2/2011	12:00:00	301	987071	567635	3	7
11/2/2011	12:00:00	377	630739	727326	7	3
11/2/2011	12:00:00	382	173454	564312	8	4
11/2/2011	12:00:00	521	534717	907758	6	2
11/2/2011	12:00:00	607	290547	496415	2	6
11/2/2011	12:00:00	613	400271	272864	5	1
11/2/2011	12:00:00	1024	214013	255332	1	5
11/2/2011	12:00:00	1062	955657	537261	4	8
11/2/2011	13:00:00	154	986732	496415	4	8
11/2/2011	13:00:00	231	889937	151200	6	2
11/2/2011	13:00:00	328	861470	564312	5	1
11/2/2011	13:00:00	367	946049	197858	3	7
11/2/2011	13:00:00	371	571194	472604	2	6
11/2/2011	13:00:00	423	196289	618285	7	3
11/2/2011	13:00:00	511	254659	619083	1	5
11/2/2011	13:00:00	1013	724043	400612	8	4
11/2/2011	14:00:00	10	338543	521771	8	4
11/2/2011	14:00:00	134	763901	241875	4	8
11/2/2011	14:00:00	147	719618	564312	1	5
11/2/2011	14:00:00	100	889237	567635	5	1
11/2/2011	14:00:00	276	199145	776017	7	3
11/2/2011	14:00:00	280	243611	193578	3	7
11/2/2011	14:00:00	382	238724	357060	2	6
11/2/2011	14:00:00	727	516197	859454	6	2
11/2/2011	15:00:00	49	492404	248180	1	5
11/2/2011	15:00:00	138	658563	400612	8	4
11/2/2011	15:00:00	190	884937	351713	7	3
11/2/2011	15:00:00	403	763901	526023	5	1
11/2/2011	15:00:00	509	566232	145055	3	7
11/2/2011	15:00:00	554	516197	283978	4	8
11/2/2011	15:00:00	792	575458	616205	6	2
11/2/2011	15:00:00	822	457667	834539	2	6
11/2/2011	16:00:00	125	378560	724981	6	2
11/2/2011	16:00:00	182	407086	810862	1	5
11/2/2011	16:00:00	453	590266	619083	7	3
11/2/2011	16:00:00	463	805858	537261	3	7
11/2/2011	16:00:00	508	296796	426665	8	4
11/2/2011	16:00:00	901	516197	965847	4	8
11/2/2011	16:00:00	1043	454372	145055	5	1
11/2/2011	16:00:00	1052	958254	799046	2	6
11/2/2011	17:00:00	21	885453	647001	8	4
11/2/2011	17:00:00	113	628058	931212	7	3
11/2/2011	17:00:00	145	612043	151200	5	1
11/2/2011	17:00:00	291	534717	236134	6	2
11/2/2011	17:00:00	475	800995	269418	1	5
11/2/2011	17:00:00	521	786197	473400	4	8
11/2/2011	17:00:00	831	426652	299505	2	6
11/2/2011	17:00:00	1102	426652	412000	3	7
11/2/2011	18:00:00	372	517989	938012	5	1
11/2/2011	18:00:00	376	106572	283978	7	3
11/2/2011	18:00:00	377	597177	825637	4	8
11/2/2011	18:00:00	406	459165	730316	8	4
11/2/2011	18:00:00	457	677154	186798	1	5
11/2/2011	18:00:00	717	566232	328199	2	6
11/2/2011	18:00:00	853	102257	240594	3	7
11/2/2011	18:00:00	979	128084	333823	6	2
11/2/2011	19:00:00	117	719218	653975	6	2
11/2/2011	19:00:00	177	986945	930762	5	1
11/2/2011	19:00:00	330	173454	506291	8	4
11/2/2011	19:00:00	534	237777	223242	4	8
11/2/2011	19:00:00	717	861194	730316	1	5
11/2/2011	19:00:00	761	954965	848045	7	3
11/2/2011	19:00:00	788	393081	911477	3	7
11/2/2011	19:00:00	860	750919	357060	2	6
11/2/2011	20:00:00	425	590266	978375	7	3
11/2/2011	20:00:00	516	832373	455628	4	8
11/2/2011	20:00:00	814	954965	807669	2	6
11/2/2011	20:00:00	903	243611	721000	8	4
11/2/2011	20:00:00	959	407465	825637	1	5
11/2/2011	20:00:00	981	217758	400612	5	1
11/2/2011	20:00:00	1109	864769	255332	6	2
11/2/2011	20:00:00	1119	356338	989464	3	7
18/2/2011	11:00:00	40	128084	810862	2	8
18/2/2011	11:00:00	452	270790	400612	1	7
18/2/2011	11:00:00	494	719571	928043	7	5
18/2/2011	11:00:00	537	296796	726932	5	3
18/2/2011	11:00:00	631	889237	111456	3	1
18/2/2011	11:00:00	650	414264	473400	8	6
18/2/2011	11:00:00	754	367509	214781	6	4
18/2/2011	11:00:00	1026	760890	984187	4	2
18/2/2011	12:00:00	510	805858	554133	6	4
18/2/2011	12:00:00	519	624393	455628	1	7
18/2/2011	12:00:00	553	286332	131132	2	8
18/2/2011	12:00:00	575	700783	214781	8	6
18/2/2011	12:00:00	797	118028	834539	3	1
18/2/2011	12:00:00	1025	180808	790516	4	2
18/2/2011	12:00:00	1032	862404	977118	5	3
18/2/2011	12:00:00	1094	677154	848045	7	5
18/2/2011	13:00:00	368	630739	748043	7	5
18/2/2011	13:00:00	375	967477	670077	3	1
18/2/2011	13:00:00	568	785010	776017	4	2
18/2/2011	13:00:00	600	299216	761594	8	6
18/2/2011	13:00:00	732	601776	848045	1	7
18/2/2011	13:00:00	804	948735	299505	6	4
18/2/2011	13:00:00	824	328458	850941	5	3
18/2/2011	13:00:00	1131	955713	400612	2	8
18/2/2011	14:00:00	154	925004	783531	3	1
18/2/2011	14:00:00	172	464108	406168	6	4
18/2/2011	14:00:00	273	493047	766033	4	2
18/2/2011	14:00:00	100	624393	357060	8	6
18/2/2011	14:00:00	603	874845	473400	7	5
18/2/2011	14:00:00	655	611891	431657	5	3
18/2/2011	14:00:00	785	957160	730939	2	8
18/2/2011	14:00:00	813	864023	907587	1	7
18/2/2011	15:00:00	135	578682	993930	3	1
18/2/2011	15:00:00	153	395516	242451	1	7
18/2/2011	15:00:00	294	889937	911477	8	6
18/2/2011	15:00:00	410	884937	938012	6	4
18/2/2011	15:00:00	455	594594	988746	7	5
18/2/2011	15:00:00	592	835000	412000	2	8
18/2/2011	15:00:00	867	118028	450417	4	2
18/2/2011	15:00:00	1006	768421	465603	5	3
18/2/2011	16:00:00	183	954138	978375	2	8
18/2/2011	16:00:00	440	811327	660213	6	4
18/2/2011	16:00:00	488	685224	799046	7	5
18/2/2011	16:00:00	709	620911	710330	8	6
18/2/2011	16:00:00	826	747591	718092	5	3
18/2/2011	16:00:00	900	719571	554133	3	1
18/2/2011	16:00:00	935	454372	984187	1	7
18/2/2011	16:00:00	1081	785010	261170	4	2
18/2/2011	17:00:00	407	572449	254734	3	1
18/2/2011	17:00:00	461	946049	730316	4	2
18/2/2011	17:00:00	789	409562	214781	8	6
18/2/2011	17:00:00	886	328458	761594	6	4
18/2/2011	17:00:00	891	566232	896765	5	3
18/2/2011	17:00:00	899	114171	928043	2	8
18/2/2011	17:00:00	986	700783	236134	1	7
18/2/2011	17:00:00	1055	237777	509388	7	5
18/2/2011	18:00:00	47	286332	848045	5	3
18/2/2011	18:00:00	76	620911	554133	4	2
18/2/2011	18:00:00	350	987071	272864	2	8
18/2/2011	18:00:00	615	885453	968489	7	5
18/2/2011	18:00:00	726	378560	402319	1	7
18/2/2011	18:00:00	836	290126	355492	8	6
18/2/2011	18:00:00	954	780512	255332	6	4
18/2/2011	18:00:00	1101	199145	776017	3	1
18/2/2011	19:00:00	268	206264	450417	8	6
18/2/2011	19:00:00	279	407465	643694	7	5
18/2/2011	19:00:00	412	889937	521771	2	8
18/2/2011	19:00:00	676	677154	526023	3	1
18/2/2011	19:00:00	725	889937	513480	5	3
18/2/2011	19:00:00	890	339194	911477	6	4
18/2/2011	19:00:00	1056	571194	509388	4	2
18/2/2011	19:00:00	1118	229550	689961	1	7
18/2/2011	20:00:00	44	835000	615135	5	3
18/2/2011	20:00:00	63	925004	810862	2	8
18/2/2011	20:00:00	311	102257	790516	8	6
18/2/2011	20:00:00	432	832373	965847	3	1
18/2/2011	20:00:00	580	957160	521771	7	5
18/2/2011	20:00:00	641	254659	305248	6	4
18/2/2011	20:00:00	751	820223	186043	4	2
18/2/2011	20:00:00	934	862404	229925	1	7
25/2/2011	11:00:00	128	470111	155239	8	6
25/2/2011	11:00:00	185	764538	653975	6	4
25/2/2011	11:00:00	236	955713	907587	3	1
25/2/2011	11:00:00	299	735442	455628	4	2
25/2/2011	11:00:00	618	810167	977118	1	7
25/2/2011	11:00:00	707	338616	114366	5	3
25/2/2011	11:00:00	760	719618	850941	7	5
25/2/2011	11:00:00	1093	290547	647001	2	8
25/2/2011	12:00:00	149	310343	155239	7	5
25/2/2011	12:00:00	203	413027	496415	3	1
25/2/2011	12:00:00	298	106572	261170	2	8
25/2/2011	12:00:00	334	948735	114366	5	3
25/2/2011	12:00:00	338	590266	896765	1	7
25/2/2011	12:00:00	372	620911	539827	6	4
25/2/2011	12:00:00	1047	808974	698805	4	2
25/2/2011	12:00:00	1052	414264	688064	8	6
25/2/2011	13:00:00	153	106572	114366	5	3
25/2/2011	13:00:00	238	958254	642314	6	4
25/2/2011	13:00:00	290	214585	355492	8	6
25/2/2011	13:00:00	474	478532	406168	3	1
25/2/2011	13:00:00	749	574762	241875	4	2
25/2/2011	13:00:00	783	764538	689961	7	5
25/2/2011	13:00:00	871	407465	877436	2	8
25/2/2011	13:00:00	1120	772943	169863	1	7
25/2/2011	14:00:00	184	803614	748043	3	1
25/2/2011	14:00:00	210	122357	705133	7	5
25/2/2011	14:00:00	478	516197	896765	5	3
25/2/2011	14:00:00	100	229550	241875	6	4
25/2/2011	14:00:00	646	296796	236134	4	2
25/2/2011	14:00:00	920	986945	959732	8	6
25/2/2011	14:00:00	1017	658563	779583	2	8
25/2/2011	14:00:00	1032	571194	724981	1	7
25/2/2011	15:00:00	54	624393	242451	7	5
25/2/2011	15:00:00	83	810167	848045	8	6
25/2/2011	15:00:00	105	884937	431657	3	1
25/2/2011	15:00:00	446	611891	670077	4	2
25/2/2011	15:00:00	537	658563	959732	1	7
25/2/2011	15:00:00	745	567203	782336	6	4
25/2/2011	15:00:00	1014	677154	907758	2	8
25/2/2011	15:00:00	1105	611891	228927	5	3
25/2/2011	16:00:00	2	750919	859454	5	3
25/2/2011	16:00:00	68	629915	726932	6	4
25/2/2011	16:00:00	229	339194	940415	3	1
25/2/2011	16:00:00	378	329527	249592	4	2
25/2/2011	16:00:00	388	763901	513480	8	6
25/2/2011	16:00:00	664	700783	223541	2	8
25/2/2011	16:00:00	669	620911	698906	7	5
25/2/2011	16:00:00	837	206264	248180	1	7
25/2/2011	17:00:00	119	338616	254734	8	6
25/2/2011	17:00:00	311	286332	277644	3	1
25/2/2011	17:00:00	359	296796	440714	2	8
25/2/2011	17:00:00	769	237547	748043	1	7
25/2/2011	17:00:00	773	954965	351713	4	2
25/2/2011	17:00:00	793	820223	223541	6	4
25/2/2011	17:00:00	1042	818483	718092	7	5
25/2/2011	17:00:00	1128	658563	269418	5	3
25/2/2011	18:00:00	24	242898	977118	6	4
25/2/2011	18:00:00	148	601776	357060	8	6
25/2/2011	18:00:00	182	214585	219621	4	2
25/2/2011	18:00:00	483	492404	930762	2	8
25/2/2011	18:00:00	516	629915	682880	7	5
25/2/2011	18:00:00	617	987071	988746	3	1
25/2/2011	18:00:00	693	820223	535927	1	7
25/2/2011	18:00:00	1056	695045	402319	5	3
25/2/2011	19:00:00	53	719571	506291	8	6
25/2/2011	19:00:00	128	611891	283978	5	3
25/2/2011	19:00:00	212	303998	547811	3	1
25/2/2011	19:00:00	322	173454	131132	4	2
25/2/2011	19:00:00	437	601776	790516	6	4
25/2/2011	19:00:00	672	808974	776017	1	7
25/2/2011	19:00:00	711	478532	314056	2	8
25/2/2011	19:00:00	1040	212192	740142	7	5
25/2/2011	20:00:00	9	800935	547811	8	6
25/2/2011	20:00:00	194	457667	355492	2	8
25/2/2011	20:00:00	215	571194	539827	1	7
25/2/2011	20:00:00	226	957160	721000	4	2
25/2/2011	20:00:00	266	958254	765741	3	1
25/2/2011	20:00:00	533	113233	896765	5	3
25/2/2011	20:00:00	675	957160	790516	6	4
25/2/2011	20:00:00	952	967477	197858	7	5
4/3/2011	11:00:00	118	290547	212872	3	6
4/3/2011	11:00:00	355	338616	848045	2	5
4/3/2011	11:00:00	423	814306	787143	7	2
4/3/2011	11:00:00	495	382899	825637	4	7
4/3/2011	11:00:00	496	695045	259625	5	8
4/3/2011	11:00:00	556	724043	241875	1	4
4/3/2011	11:00:00	688	356338	799046	6	1
4/3/2011	11:00:00	832	289182	509388	8	3
4/3/2011	12:00:00	155	747591	121976	1	4
4/3/2011	12:00:00	194	864769	261170	7	2
4/3/2011	12:00:00	311	884937	104125	2	5
4/3/2011	12:00:00	497	237777	151200	4	7
4/3/2011	12:00:00	531	238724	400612	8	3
4/3/2011	12:00:00	736	747323	653975	6	1
4/3/2011	12:00:00	809	493047	802157	3	6
4/3/2011	12:00:00	1109	118028	682880	5	8
4/3/2011	13:00:00	513	245386	535927	3	6
4/3/2011	13:00:00	553	243611	236134	8	3
4/3/2011	13:00:00	572	122357	248180	1	4
4/3/2011	13:00:00	588	254075	228927	7	2
4/3/2011	13:00:00	696	116886	689961	2	5
4/3/2011	13:00:00	989	986732	405828	6	1
4/3/2011	13:00:00	999	400271	341281	4	7
4/3/2011	13:00:00	1057	948735	859454	5	8
4/3/2011	14:00:00	28	298350	357060	2	5
4/3/2011	14:00:00	248	803614	727326	5	8
4/3/2011	14:00:00	394	786197	834539	7	2
4/3/2011	14:00:00	100	719230	907587	6	1
4/3/2011	14:00:00	772	237478	223541	4	7
4/3/2011	14:00:00	877	419526	173571	3	6
4/3/2011	14:00:00	1037	464108	689961	1	4
4/3/2011	14:00:00	1125	785010	824587	8	3
4/3/2011	15:00:00	332	611891	328199	7	2
4/3/2011	15:00:00	534	237478	242451	6	1
4/3/2011	15:00:00	624	338616	619083	5	8
4/3/2011	15:00:00	758	948735	223541	3	6
4/3/2011	15:00:00	815	238724	406168	8	3
4/3/2011	15:00:00	847	100466	698805	1	4
4/3/2011	15:00:00	854	167510	783531	4	7
4/3/2011	15:00:00	1014	212192	357060	2	5
4/3/2011	16:00:00	68	254075	214781	2	5
4/3/2011	16:00:00	375	861470	880432	4	7
4/3/2011	16:00:00	412	575458	539827	7	2
4/3/2011	16:00:00	567	700982	988746	8	3
4/3/2011	16:00:00	659	378560	682880	1	4
4/3/2011	16:00:00	715	785010	131132	5	8
4/3/2011	16:00:00	1025	286332	223541	3	6
4/3/2011	16:00:00	1105	428437	526023	6	1
4/3/2011	17:00:00	31	868404	111456	2	5
4/3/2011	17:00:00	96	387682	564312	1	4
4/3/2011	17:00:00	165	987071	513480	6	1
4/3/2011	17:00:00	323	214585	509388	7	2
4/3/2011	17:00:00	535	590266	880432	3	6
4/3/2011	17:00:00	540	572449	537261	8	3
4/3/2011	17:00:00	555	602021	724981	4	7
4/3/2011	17:00:00	1101	426652	776017	5	8
4/3/2011	18:00:00	190	106572	104125	7	2
4/3/2011	18:00:00	301	685224	351713	4	7
4/3/2011	18:00:00	308	310343	249592	2	5
4/3/2011	18:00:00	416	805858	896765	6	1
4/3/2011	18:00:00	878	862404	698906	1	4
4/3/2011	18:00:00	889	338616	783531	8	3
4/3/2011	18:00:00	1110	254659	214781	3	6
4/3/2011	18:00:00	1122	298350	521771	5	8
4/3/2011	19:00:00	183	602021	530075	4	7
4/3/2011	19:00:00	253	764538	799046	5	8
4/3/2011	19:00:00	315	677154	740142	1	4
4/3/2011	19:00:00	390	719571	782336	3	6
4/3/2011	19:00:00	507	273710	212872	7	2
4/3/2011	19:00:00	852	217758	535927	6	1
4/3/2011	19:00:00	1067	594594	670077	8	3
4/3/2011	19:00:00	1106	113233	810862	2	5
4/3/2011	20:00:00	91	400271	782336	2	5
4/3/2011	20:00:00	120	102257	859454	4	7
4/3/2011	20:00:00	529	925004	688064	7	2
4/3/2011	20:00:00	739	612043	530075	5	8
4/3/2011	20:00:00	795	290126	121976	3	6
4/3/2011	20:00:00	870	561648	186043	6	1
4/3/2011	20:00:00	918	447300	283978	1	4
4/3/2011	20:00:00	1095	601776	642314	8	3
11/3/2011	11:00:00	16	100466	840368	6	8
11/3/2011	11:00:00	25	273710	173571	3	5
11/3/2011	11:00:00	56	649396	740142	1	3
11/3/2011	11:00:00	132	378560	965847	4	6
11/3/2011	11:00:00	184	735781	615135	8	2
11/3/2011	11:00:00	598	338543	402319	5	7
11/3/2011	11:00:00	1035	687620	248180	2	4
11/3/2011	11:00:00	1058	102257	670077	7	1
11/3/2011	12:00:00	12	590266	930762	8	2
11/3/2011	12:00:00	154	677154	328199	4	6
11/3/2011	12:00:00	214	425015	249592	1	3
11/3/2011	12:00:00	252	272950	111456	3	5
11/3/2011	12:00:00	339	946049	355492	7	1
11/3/2011	12:00:00	882	800935	173571	2	4
11/3/2011	12:00:00	970	948735	928043	6	8
11/3/2011	12:00:00	1035	889237	799046	5	7
