DATE	TIME	TYPE	FIELD	DISTANCE	PRIZE_1	PRIZE_2	PRIZE_3
19/8/2011	16:00:00	Cup	Sand	2000	5000	2000	1000
19/8/2011	17:00:00	Other	Synthetic	1400	5000	2000	1000
19/8/2011	18:00:00	Other	Sand	1200	5000	2000	1000
19/8/2011	19:00:00	Cup	Sand	1600	5000	2000	1000
19/8/2011	20:00:00	Cup	Sand	1200	5000	2000	1000
26/8/2011	11:00:00	Cup	Other	1800	5000	2000	1000
26/8/2011	12:00:00	Cup	Synthetic	1200	5000	2000	1000
26/8/2011	13:00:00	Cup	Grass	1600	5000	2000	1000
26/8/2011	14:00:00	Cup	Synthetic	1800	5000	2000	1000
26/8/2011	15:00:00	Other	Sand	2000	5000	2000	1000
26/8/2011	16:00:00	Other	Other	1800	5000	2000	1000
26/8/2011	17:00:00	Simple	Sand	1600	5000	2000	1000
26/8/2011	18:00:00	Cup	Grass	1200	5000	2000	1000
26/8/2011	19:00:00	Simple	Grass	1800	5000	2000	1000
26/8/2011	20:00:00	Other	Other	2000	5000	2000	1000
2/9/2011	11:00:00	Cup	Grass	1400	5000	2000	1000
2/9/2011	12:00:00	Cup	Other	1800	5000	2000	1000
2/9/2011	13:00:00	Other	Synthetic	1200	5000	2000	1000
2/9/2011	14:00:00	Cup	Sand	1400	5000	2000	1000
2/9/2011	15:00:00	Other	Synthetic	1200	5000	2000	1000
2/9/2011	16:00:00	Cup	Sand	1200	5000	2000	1000
2/9/2011	17:00:00	Simple	Grass	1600	5000	2000	1000
2/9/2011	18:00:00	Simple	Other	2000	5000	2000	1000
2/9/2011	19:00:00	Cup	Other	1200	5000	2000	1000
2/9/2011	20:00:00	Cup	Sand	1400	5000	2000	1000
9/9/2011	11:00:00	Cup	Sand	1800	5000	2000	1000
9/9/2011	12:00:00	Other	Sand	1600	5000	2000	1000
9/9/2011	13:00:00	Other	Sand	1200	5000	2000	1000
9/9/2011	14:00:00	Simple	Synthetic	1400	5000	2000	1000
9/9/2011	15:00:00	Other	Sand	1600	5000	2000	1000
9/9/2011	16:00:00	Cup	Other	1200	5000	2000	1000
9/9/2011	17:00:00	Simple	Sand	1400	5000	2000	1000
9/9/2011	18:00:00	Simple	Other	1600	5000	2000	1000
9/9/2011	19:00:00	Cup	Synthetic	1200	5000	2000	1000
9/9/2011	20:00:00	Simple	Sand	1400	5000	2000	1000
16/9/2011	11:00:00	Other	Grass	2000	5000	2000	1000
16/9/2011	12:00:00	Cup	Grass	1800	5000	2000	1000
16/9/2011	13:00:00	Cup	Synthetic	1200	5000	2000	1000
16/9/2011	14:00:00	Simple	Other	1400	5000	2000	1000
16/9/2011	15:00:00	Other	Synthetic	1800	5000	2000	1000
16/9/2011	16:00:00	Other	Other	1200	5000	2000	1000
16/9/2011	17:00:00	Other	Other	1400	5000	2000	1000
16/9/2011	18:00:00	Simple	Synthetic	1200	5000	2000	1000
16/9/2011	19:00:00	Cup	Sand	1200	5000	2000	1000
16/9/2011	20:00:00	Cup	Grass	1800	5000	2000	1000
23/9/2011	11:00:00	Simple	Grass	2000	5000	2000	1000
23/9/2011	12:00:00	Cup	Sand	1800	5000	2000	1000
23/9/2011	13:00:00	Simple	Grass	1800	5000	2000	1000
23/9/2011	14:00:00	Simple	Synthetic	1800	5000	2000	1000
23/9/2011	15:00:00	Other	Other	1800	5000	2000	1000
23/9/2011	16:00:00	Cup	Other	1400	5000	2000	1000
23/9/2011	17:00:00	Other	Other	1400	5000	2000	1000
23/9/2011	18:00:00	Simple	Other	1200	5000	2000	1000
23/9/2011	19:00:00	Other	Sand	1800	5000	2000	1000
23/9/2011	20:00:00	Cup	Sand	1400	5000	2000	1000
30/9/2011	11:00:00	Cup	Sand	1400	5000	2000	1000
30/9/2011	12:00:00	Simple	Sand	2000	5000	2000	1000
30/9/2011	13:00:00	Cup	Synthetic	1200	5000	2000	1000
30/9/2011	14:00:00	Simple	Grass	1200	5000	2000	1000
30/9/2011	15:00:00	Simple	Other	1600	5000	2000	1000
30/9/2011	16:00:00	Cup	Sand	2000	5000	2000	1000
30/9/2011	17:00:00	Cup	Sand	1600	5000	2000	1000
30/9/2011	18:00:00	Simple	Grass	1200	5000	2000	1000
30/9/2011	19:00:00	Simple	Grass	1400	5000	2000	1000
30/9/2011	20:00:00	Other	Other	1400	5000	2000	1000
7/10/2011	11:00:00	Simple	Synthetic	1800	5000	2000	1000
7/10/2011	12:00:00	Simple	Other	2000	5000	2000	1000
7/10/2011	13:00:00	Other	Grass	1600	5000	2000	1000
7/10/2011	14:00:00	Other	Grass	1800	5000	2000	1000
7/10/2011	15:00:00	Cup	Synthetic	1800	5000	2000	1000
7/10/2011	16:00:00	Other	Other	1200	5000	2000	1000
7/10/2011	17:00:00	Simple	Grass	1800	5000	2000	1000
7/10/2011	18:00:00	Cup	Sand	1400	5000	2000	1000
7/10/2011	19:00:00	Other	Grass	1200	5000	2000	1000
7/10/2011	20:00:00	Simple	Sand	1400	5000	2000	1000
14/10/2011	11:00:00	Other	Other	1600	5000	2000	1000
14/10/2011	12:00:00	Cup	Other	1600	5000	2000	1000
14/10/2011	13:00:00	Cup	Other	1600	5000	2000	1000
14/10/2011	14:00:00	Cup	Grass	1200	5000	2000	1000
14/10/2011	15:00:00	Cup	Synthetic	1200	5000	2000	1000
14/10/2011	16:00:00	Cup	Sand	1600	5000	2000	1000
14/10/2011	17:00:00	Other	Grass	1800	5000	2000	1000
14/10/2011	18:00:00	Simple	Grass	2000	5000	2000	1000
14/10/2011	19:00:00	Other	Sand	2000	5000	2000	1000
14/10/2011	20:00:00	Other	Grass	1800	5000	2000	1000
21/10/2011	11:00:00	Simple	Sand	1400	5000	2000	1000
21/10/2011	12:00:00	Cup	Sand	1800	5000	2000	1000
21/10/2011	13:00:00	Cup	Synthetic	1400	5000	2000	1000
21/10/2011	14:00:00	Cup	Grass	1800	5000	2000	1000
21/10/2011	15:00:00	Other	Synthetic	1400	5000	2000	1000
21/10/2011	16:00:00	Simple	Synthetic	1200	5000	2000	1000
21/10/2011	17:00:00	Simple	Other	1200	5000	2000	1000
21/10/2011	18:00:00	Simple	Sand	1200	5000	2000	1000
21/10/2011	19:00:00	Cup	Sand	1200	5000	2000	1000
21/10/2011	20:00:00	Other	Sand	2000	5000	2000	1000
28/10/2011	11:00:00	Simple	Other	2000	5000	2000	1000
28/10/2011	12:00:00	Other	Sand	2000	5000	2000	1000
28/10/2011	13:00:00	Other	Sand	2000	5000	2000	1000
28/10/2011	14:00:00	Other	Sand	1400	5000	2000	1000
28/10/2011	15:00:00	Cup	Other	1200	5000	2000	1000
28/10/2011	16:00:00	Simple	Other	1800	5000	2000	1000
28/10/2011	17:00:00	Other	Synthetic	1400	5000	2000	1000
28/10/2011	18:00:00	Cup	Synthetic	2000	5000	2000	1000
28/10/2011	19:00:00	Simple	Grass	1600	5000	2000	1000
28/10/2011	20:00:00	Simple	Grass	1400	5000	2000	1000
4/11/2011	11:00:00	Other	Other	1800	5000	2000	1000
4/11/2011	12:00:00	Cup	Sand	1600	5000	2000	1000
4/11/2011	13:00:00	Simple	Other	1200	5000	2000	1000
4/11/2011	14:00:00	Cup	Synthetic	1800	5000	2000	1000
4/11/2011	15:00:00	Simple	Other	1200	5000	2000	1000
4/11/2011	16:00:00	Simple	Synthetic	1800	5000	2000	1000
4/11/2011	17:00:00	Cup	Synthetic	1400	5000	2000	1000
4/11/2011	18:00:00	Other	Sand	2000	5000	2000	1000
4/11/2011	19:00:00	Other	Sand	1200	5000	2000	1000
4/11/2011	20:00:00	Cup	Other	1400	5000	2000	1000
11/11/2011	11:00:00	Cup	Synthetic	1600	5000	2000	1000
11/11/2011	12:00:00	Simple	Grass	1600	5000	2000	1000
11/11/2011	13:00:00	Cup	Synthetic	2000	5000	2000	1000
11/11/2011	14:00:00	Other	Other	1800	5000	2000	1000
11/11/2011	15:00:00	Simple	Other	1600	5000	2000	1000
11/11/2011	16:00:00	Simple	Grass	2000	5000	2000	1000
11/11/2011	17:00:00	Other	Other	1800	5000	2000	1000
11/11/2011	18:00:00	Simple	Grass	1400	5000	2000	1000
11/11/2011	19:00:00	Cup	Grass	1600	5000	2000	1000
11/11/2011	20:00:00	Other	Synthetic	2000	5000	2000	1000
18/11/2011	11:00:00	Simple	Other	2000	5000	2000	1000
18/11/2011	12:00:00	Cup	Other	2000	5000	2000	1000
18/11/2011	13:00:00	Other	Grass	1200	5000	2000	1000
18/11/2011	14:00:00	Cup	Sand	1600	5000	2000	1000
18/11/2011	15:00:00	Other	Sand	1400	5000	2000	1000
18/11/2011	16:00:00	Simple	Other	1600	5000	2000	1000
18/11/2011	17:00:00	Cup	Sand	2000	5000	2000	1000
18/11/2011	18:00:00	Simple	Grass	1200	5000	2000	1000
18/11/2011	19:00:00	Simple	Other	1400	5000	2000	1000
18/11/2011	20:00:00	Simple	Other	1200	5000	2000	1000
25/11/2011	11:00:00	Other	Other	1800	5000	2000	1000
25/11/2011	12:00:00	Simple	Grass	1600	5000	2000	1000
25/11/2011	13:00:00	Other	Sand	1200	5000	2000	1000
25/11/2011	14:00:00	Other	Other	1200	5000	2000	1000
25/11/2011	15:00:00	Cup	Sand	1800	5000	2000	1000
25/11/2011	16:00:00	Cup	Other	1800	5000	2000	1000
25/11/2011	17:00:00	Cup	Synthetic	1600	5000	2000	1000
25/11/2011	18:00:00	Simple	Synthetic	1600	5000	2000	1000
25/11/2011	19:00:00	Cup	Other	1800	5000	2000	1000
25/11/2011	20:00:00	Other	Other	1800	5000	2000	1000
2/12/2011	11:00:00	Cup	Other	1400	5000	2000	1000
2/12/2011	12:00:00	Simple	Sand	1800	5000	2000	1000
2/12/2011	13:00:00	Other	Grass	1800	5000	2000	1000
2/12/2011	14:00:00	Other	Sand	2000	5000	2000	1000
2/12/2011	15:00:00	Cup	Synthetic	1800	5000	2000	1000
2/12/2011	16:00:00	Other	Other	1400	5000	2000	1000
2/12/2011	17:00:00	Other	Other	1800	5000	2000	1000
2/12/2011	18:00:00	Other	Synthetic	1400	5000	2000	1000
2/12/2011	19:00:00	Simple	Grass	2000	5000	2000	1000
2/12/2011	20:00:00	Cup	Sand	1800	5000	2000	1000
